IIM5175,Diamantes y pedernales,Jose Maria Arguedas,2,30.23
YDK7687,El otonio del patriarca,Gabriel Garcia Marquez,60,82.02
ZOY6470,El viejo y el mar,Hernest Hemingway,25,68.01
ETZ8565,Confesiones de una mascara,Yukio Mishima,27,175.68
LQL0880,Contra el fascismo,Umberto Eco,34,71.63
VFZ9435,El olor de la Edad Media,Javier Traite,49,96.28
SFZ1256,La Iliada,Homero,34,154.35
EDQ0577,Las aventuras de Pinocho,Carlo Collodi,27,31.54
YJI3961,Cien anios de soledad,Gabriel Garcia Marquez,45,99.35
VPN5351,El Amante,Ana Maria Moix,27,182.76
PVS2464,Sapiens,Yuval Noah Harari,18,148.82
DVL7760,Falco,Arturo Perez-Reverte,57,98.18
QRH6838,Las cronicas de Narnia,C. S. Lewis,43,162.37
LDL2628,Harry Potter y el caliz de fuego (Harry Potter 4),J.K. Rowling,3,140.97
SBU9053,Tierra arrasada,Alfredo Gonzalez Ruibal,34,53.71
ZJM1292,El suenio del celta,Mario Vargas Llosa,52,66.03
CRA4157,El forastero misterioso,Mark Twain,39,234.14
RII8346,Las dos Dianas,Alejandro Dumas,23,69.63
JBR9372,El maestro de esgrima,Arturo Perez-Reverte,60,1.94
NEO9165,Emperador de Roma,Mary Beard,65,234.34
TBZ2657,Olalla,Robert Louis Stevenson,5,42.95
IBP7411,Nunca,Ken Follett,40,68.15
GPH1575,La gran aventura de los griegos,Javier Negrete,3,11.18
XIU2628,Cabo Trafalgar,Arturo Perez-Reverte,21,34.25
DDT0017,Viaje al fin de la noche,Louis Ferdinand Celine,38,125.28
ILG7766,Iliada,Homero,7,296.63
HGQ0131,Odisea,Homero,22,62.13
HLB4548,Frankenstein o el moderno Prometeo,Mary W. Shelley,18,118.29
SQB7146,Cronica de una muerte anunciada,Gabriel Garcia Marquez,31,83.99
VHK9148,Historia y cronologia del mundo,Isaac Asimov,63,14.07
MVU0233,La conspiracioni,Dan Brown,60,192.02
KWL0415,1923,Roberto Villa Garcia,24,78.57
WPU8819,Tristam Shandy,Laurence Sterne,47,59.08
JTX5687,Veinte mil leguas de viaje submarino,Julio Verne,29,72.66
HCT8192,Diario,Ana FranK,63,99.10
OMN0252,Los hermanos Karamazov,Fiodor Dostoyevski,42,241.73
CKC4095,El Gran Gatsby,F. Scott Fitzgerald,26,32.40
JLQ6546,El retorno del Rey,J.R.R.Tolkien,37,48.76
MSW8176,Todo se desmorona,Chinua Achebe,23,37.03
TDY0497,La chica del tren,Paula Hawkins,40,62.79
NBL8415,Espania con honra,Daniel Aquillue,50,252.00
IMC3155,Los pilares de la tierra,Ken Follett,35,182.44
FWK6327,El doble,Fiodor Dostoyevski,24,109.19
GQC1814,Apocalipticos e integrados,Umberto Eco,26,1.08
PRD1648,Relato de un naufrago,Gabriel Garcia Marquez,10,71.86
SBF7018,El handicap de la vida,Rudyard Kipling,2,71.69
LVP3355,Las aventuras de Sherlock Holmes,Arthur Conan Doyle,35,50.40
FBO8724,El pendulo de Foucault,Umberto Eco,64,104.07
WCZ0845,El cementerio de Praga,Umberto Eco,5,154.00
WOF6634,El problema final,Arturo Perez-Reverte,64,174.46
CUV7849,Ficciones,Jorge Luis Borges,50,255.52
VMW6915,Travesuras de la ninia mala,Mario Vargas Llosa,12,292.26
MBQ9495,Tormenta de espadas,George R.R.Martin,27,202.58
LQA8555,Rimas y leyendas,Gustavo Adolfo Becquer,14,248.74
IMK4892,La tabla de Flandes,Arturo Perez-Reverte,21,272.34
QCA9584,Dr. Jekyll y Mr. Hyde,Robert Louis Stevenson,27,168.95
XJT3661,Las aventuras de Tom Sawye,Mark Twain,65,36.07
THT4126,Harry Potter y las reliquias de la muerte (Harry Potter 7),J. K. Rowling,15,195.13
PZP7176,La caida de los gigantes,Ken Follett,28,15.93
UQL8643,Dracula,Bram Stoker,23,15.12
RLQ7170,El tango de la guardia vieja,Arturo Perez-Reverte,65,114.29
KTA8754,Ulises,James Joyce,22,37.22
TOJ1764,Ensayo sobre la ceguera,Jose Saramago,40,154.27
GWE4133,El gato negro y otros cuentos,Edgar Allan Poe,64,298.03
ZPD6557,El ruido y la furia,William Faulkner,10,267.59
IUG2294,El proceso,Franz Kafka,17,129.10
WGA2754,El club Dumas,Arturo Perez-Reverte,8,124.58
YJE2497,Progreso del peregrino,John Bunyan,65,88.79
XCC4070,El italiano,Arturo Perez-Reverte,16,111.54
OBD2849,El invierno del mundo,Ken Follett,51,76.39
UCJ9882,El reino de este mundo,Alejo Carpentier,20,54.97
QVU3526,Vidas intrepidas,Julio Albi de la Cuesta,45,49.89
VTY5195,Un asunto de honor,Arturo Perez-Reverte,48,184.37
FKK6524,Los renglones torcidos de Dios,Torcuato Luca de Tena,36,55.95
KPE7420,Jane Eyre,Charlotte Brontë,31,288.51
MWB2923,Mudlarking,Lara Maiklem,55,195.24
ISY5671,Harry Potter y la piedra filosofal (Harry Potter 1),J. K. Rowling,23,33.90
NBE1339,Palmeras en la nieve,Luz Gabas,20,122.65
JHP0390,El conde de Montecristo,Alexandre Dumas,5,133.79
OWU1533,Cuatro principes,John Julius Norwich,31,213.86
SFR1226,Ana la de las tejas verdes,Lucy Maud Montgomery,2,193.39
HRT0664,Los funerales de la Mama Grande,Gabriel Garcia Marquez,42,76.33
HPP3360,El pintor de batallas,Arturo Perez-Reverte,53,12.72
DND9446,Lo que el viento se llevo,Margaret Mitchell,58,129.25
LJD9991,Baudolino,Umberto Eco,6,197.87
XIU6076,Rebelion en la granja,George Orwell,40,232.77
PWX7633,La tia Julia y el escribidor,Mario Vargas Llosa,40,278.80
UXZ2187,Los 7 habitos de la gente altamente efectiva,Stephen R. Covey,35,114.50
UEJ1235,Grandes esperanzas,Charles Dickens,64,129.07
DDQ0721,En busca del tiempo perdido,Marcel Proust,50,250.24
HWM4049,Romper el circulo,Colleen Hoover,61,201.21
EWI3090,La seniora Dalloway,Virginia Woolf,17,46.34
JZC7527,El tambor de hojalata,Gunter Grass,2,147.44
WYE2119,El asedio,Arturo Perez-Reverte,46,90.66
YKQ9278,Alicia en el pais de las maravillas,Lewis Carroll,23,94.02
ZNF2241,El extranio caso del Dr. Jekyll y Mr. Hyde,Robert Louis Stevenson,47,187.19
CTW5846,El medievo cristiano,Mario Merlino,2,213.41
FWP8469,Justine o los infortunios,Charles Dickens,31,260.00
CRY6839,Ricardo III,William Shakespeare,43,159.10
WMN3648,Pasaje a la India,E. M. Forster,4,61.94
QBL9575,Los miserables,Victor Hugo,53,287.51
VOI0019,El evangelio según Jesucristo,Jose Saramago,52,2.32
TMR5068,Los tres mosqueteros,Alejandro Dumas,52,254.78
RWW7975,El nombre de la rosa,Umberto Eco,47,251.27
LJE6687,El codigo Da Vinci,Dan Brown,34,151.29
PPI9259,Revolucion,Arturo Perez-Reverte,55,89.88
ZYF6683,Harry Potter y la Orden del Fenix ( Harry Potter 5),J. K. Rowling,27,280.76
GKG6581,Hombres buenos,Arturo Perez-Reverte,44,100.33
WWT1581,La piel del tambor,Arturo Perez-Reverte,57,15.88
CMP1150,Don Quijote de la Mancha,Miguel de Cervantes,27,19.50
CPE5718,Paris era una fiesta,Hernest Hemingway,50,254.78
SHF2360,Un dia de colera,Arturo Perez-Reverte,10,19.44
ETV5056,Moby Dick,Herman Melville,31,199.59
USE5598,Fortaleza digitali,Dan Brown,38,212.47
TVR7016,El corazon de las tinieblas,Joseph Conrad,32,196.32
BSX2922,Una historia de Espania,Arturo Perez-Reverte,1,146.19
GXB5722,Cumbres borrascosas,Emily Brontë,45,141.69
ZLE2920,Historia de la Edad Media,Indro Montanelli,28,208.38
MNL3677,El Hobbit,J.R.R. Tolkien,41,205.14
ZAL2738,1984,George Orwell,34,107.80
PQZ1316,La Eneida,Virgilio,48,110.29
DDU0764,Dioses tumbas y sabios,C. W. Ceram,7,39.20
EEJ4830,El Principito,Antoine de Saint-Exupery,52,82.02
DPZ8059,El hombre que pudo reinar,Rudyard Kipling,22,159.18
JJV7549,Los hombres que no amaban a las mujeres,Stieg Larsson,21,110.16
JXK3142,En el camino,Jack Kerouac,51,104.88
USM9579,El perfume,Patrick Suskind,22,121.60
JGG5049,El eterno marido,Fiodor Dostoyevski,53,138.03
MIK5358,La transformacion del mundo,Jürgen Osterhammel,30,41.61
BDK4183,La isla del tesoro,Robert Louis Stevenson,30,49.99
ECT0289,Juego de tronos,George R.R.Martin,9,223.26
DVR5984,Mil soles esplendidos,Khaled Hosseini,24,145.32
EBE0042,Capitanes intrepidos,Rudyard Kipling,39,237.89
CXW5879,Los barcos se pierden en tierra,Arturo Perez-Reverte,51,46.15
GOG7446,El guardian entre el centeno,J. D. Salinger,57,230.55
QYH7021,Historia del siglo XX: 1914-1991,Eric Hobsbawm,2,26.46
KCI5219,El Maestro y Margarita,Mijail Bulgakov,21,251.70
FMX8255,Las aventuras de Huckleberry Finn,Mark Twain,55,137.78
ZQY9966,El suenio del tio,Fiodor Dostoyevski,30,235.88
DXP8640,El retrato de Dorian Gray,Oscar Wilde,62,32.41
LRV5687,La guerra del fin del mundo,Mario Vargas Llosa,64,7.82
EBT7258,Linea de fuego,Arturo Perez-Reverte,5,201.06
ELC8965,Las aventuras de Rocambole,Ponson Du Terrail,38,13.46
ULM8751,La sumisa,Fiodor Dostoyevski,8,131.62
PGK5617,El Rey Lear,William Shakespeare,36,31.72
QFG6515,El libro de la selva,Rudyard Kipling,60,53.38
QVX9089,Madame Bovary,Gustave Flaubert,28,86.76
QMI4747,La isla de los amores infinitos,Daina Chaviano,26,189.13
SMW0186,La sombra del viento,Carlos Ruiz Zafon,65,144.22
HSE3213,Por quien doblan las campanas,Hernest Hemingway,20,72.12
RZX8790,El senior de las moscas,William Golding,23,197.01
XMT1768,Los diarios de Adan y Eva,Mark Twain,21,253.82
HGN9910,La ciudad y los perros,Mario Vargas Llosa,62,17.11
JNC0786,Mi isla,Elisabet Benavent,46,291.57
HHR5161,El francotirador paciente,Arturo Perez-Reverte,23,232.45
FNM6936,Divina comedia,Dante Alighieri,50,279.18
HVZ1228,El húsar,Arturo Perez-Reverte,43,205.18
MKB4184,Napoleon,Alejandro Dumas,65,273.55
KBF4088,Harry Potter y el prisionero de Azkaban (Harry Potter 3),J.K. Rowling,24,162.02
ZQD4253,Harry Potter y el misterio del principe ( Harry Potter 6),J. K. Rowling,64,113.13
PHL4155,El idiota,Fiodor Dostoyevski,20,194.39
EYV0597,Cuentos de la selva,Horacio Quiroga,2,250.81
AKU9740,Conversacion en La Catedral,Mario Vargas Llosa,31,230.59
ACM9578,Amadis de gaula,Garci Rodriguez Montalvo,33,12.07
OCI8959,David Copperfield,Charles Dickens,65,140.94
EJE8138,Yawar fiesta,Jose Maria Arguedas,16,294.05
WHU1288,La hija italiana,Soraya Lane,14,55.12
ICU6090,La fiesta del chivo,Mario Vargas Llosa,14,104.59
BUC5125,El faro de Stalingrado,Iain MacGregor,26,101.02
BUY4915,La sombra del aguila,Arturo Perez-Reverte,22,72.44
USK1312,Un mundo sin fin,Ken Follett,50,102.92
VFO4193,La catedral del mar,Ildefonso Falcones,20,193.60
OWO8918,Origen,Dan Brown,60,125.45
YZV6954,Corazon de las tinieblas,Joseph Conrad,30,61.22
CLG5566,Pantaleon y las visitadoras,Mario Vargas Llosa,1,79.21
IUI3314,El coronel no tiene quien le escriba,Gabriel Garcia Marquez,32,128.38
EFD3949,La divina comedia,Dante Alighieri,26,9.73
FVV9246,Matar a un ruisenior,Harper Lee,54,80.88
SPM4763,Eva,Arturo Perez-Reverte,18,83.27
BHD6079,Zorba el griego,Nikos Kazantzakis,10,86.71
RYI5447,El corazon es un cazador solitario,Carson Mccullers,14,108.89
BUB3833,Otelo,William Shakespeare,11,282.62
EUO8195,El jardin del Eden,Hernest Hemingway,11,34.50
KSX7995,El simbolo perdidoi,Dan Brown,8,157.98
MTZ2227,Hamlet,William Shakespeare,42,292.95
JSM8271,La Odisea,Homero,53,29.60
KVL6246,La edad media - barbaros - cristianos y musulmanes,Umberto Eco,19,265.01
QMJ4188,Emma,Jane Austen,20,9.10
QKH2262,Fiesta,Hernest Hemingway,23,83.83
HXB2949,El medico,Noah Gordon,32,192.30
OBH4691,Crimen y castigo,Fiodor Dostoyevski,62,101.85
IPE3429,Sidi,Arturo Perez-Reverte,49,69.56
ILA4795,La ladrona de libros,Markus ZusaK,39,66.39
EFQ0297,Trampa 22,Joseph Heller,31,199.81
BRG4234,La telarania de Carlota,E. B. White,15,284.83
EZP0333,La Reina del Sur,Arturo Perez-Reverte,60,96.07
MBB0685,El capitan Alatriste,Arturo Perez-Reverte,25,221.97
CST1133,Inferno,Dan Brown,10,31.40
RNG2321,El Aleph,Jorge Luis Borges,36,238.45
RSK1164,El amor en los tiempos del colera,Gabriel Garcia Marquez,24,91.91
WYS2674,Secuestrado,Robert Louis Stevenson,54,71.22
CRR5443,Un mundo feliz,Aldous Huxley,29,35.50
JEN0751,Ana Karenina,Leon Tolstoi,51,146.88
IGT8523,Una columna de fuego,Ken Follett,20,46.11
FYV9055,Macbeth,William Shakespeare,42,147.76
LGB2311,Decameron,Giovanni Boccaccio,7,271.10
MEH2993,Hijos de un tiempo perdido,Jose Maria Bermúdez de Castro,5,125.36
CJN4376,Harry Potter y la camara secreta (Harry Potter 2),J. K. Rowling,7,151.91
ION3794,Crepúsculo,Stephenie Meyer,46,25.97
HDA2333,Lituma en los Andes,Mario Vargas Llosa,51,152.96
CKR6798,El lobo estepario,Hermann Hesse,49,149.43
GDA4236,Gente normal,Sally Rooney,62,115.31
BAP2859,El túnel,Ernesto Sabato,5,132.00
EHX6253,La isla de las tormentas,Ken Follett,7,266.04
OUU5470,La carta esferica,Arturo Perez-Reverte,25,265.73
PQB0775,El diablo de la botella y otros cuentos,Robert Louis Stevenson,29,177.59
DEF7625,Las uvas de la ira,John SteinbecK,19,278.27
UDS2730,Los Nibelungos,Anonimo,23,160.51
DTH6788,Los perros duros no bailan,Arturo Perez-Reverte,20,5.00
KLV1872,Orgullo y prejuicio,Jane Austen,53,185.25
BUT4998,Lolita,Vladimir Nabokov,28,246.78
XBC5847,Tiempos recios,Mario Vargas Llosa,33,268.13
AZL1098,El extranjero,Albert Camus,65,28.90
BZY0235,Fausto,Johann Wolfgang Von Goethe,22,55.75
QQQ4712,Nuestra Seniora de Paris,Victor Hugo,58,249.38
BTX3816,El jugador,Fiodor Dostoyevski,54,232.71
MLC7198,Los rios profundos,Jose Maria Arguedas,7,141.87
JZU0977,El alquimista,Paulo Coelho,62,179.82
AGQ7769,La Flecha Negra,Robert Louis Stevenson,50,99.67
BXE0974,Los viajes de Gulliver,Jonathan Swift,63,44.79
UFK9792,El psicoanalista,John Katzenbach,39,60.52
XRL3393,Le dedico mi silencio,Mario Vargas Llosa,45,138.16
GUN8655,Angeles y demoniosi,Dan Brown,52,76.44
NGQ6935,La casa de los espiritus,Isabel Allende,58,104.53
PWB4941,La montania magica,Thomas Mann,63,22.15
NEW1762,Territorio comanche,Arturo Perez-Reverte,21,296.53
QHZ8547,Adios a las armas,Hernest Hemingway,50,246.91
PCS8992,Y no quedo ninguno,Agatha Christie,31,80.07
VFI8064,A sangre fria,Truman Capote,25,254.69
XTM9385,El mundo,Simon Sebag Montefiore,64,155.79
VDL9379,Los juegos del hambre,Suzanne Collins,34,259.55
IFL0150,Romeo y Julieta,William Shakespeare,63,35.64
JZQ8143,Suenios de robot,Isaac Asimov,31,60.51
SXT1015,Mientras agonizo,William Faulkner,1,57.87
KGO1734,Una historia del mundo,Andrew Marr,15,47.90
SMI7078,Los cachorros,Mario Vargas Llosa,27,148.98
RAO4129,Stalingrado,Jonathan Trigg,18,80.13
VYG3594,Los demonios,Fiodor Dostoyevski,3,104.74
HLC2748,El senior de los anillos (Trilogia),J.R.R.Tolkien,30,85.46
GJM4671,Origenes,Lewis Dartnell,36,50.78
VYK6352,Armas germenes y acero,Jared Diamond,34,65.26
VSG3432,Bajo bandera negra,David Cordingly,9,220.82
OQK1590,Cometas en el cielo,Khaled Hosseini,4,100.56
JXC1015,Robinson Crusoe,Daniel Defoe,58,58.13
TAB4639,El color que cayo del cielo,H. P. Lovecraft,43,26.91
YXF2137,En agosto nos vemos,Gabriel Garcia Marquez,35,106.78
SIR3963,Memorias de una geisha,Arthur Golden,34,226.47
ALH8812,Guerra y Paz,Leon Tolstoi,50,296.10
UCA0857,SPQR: una historia de la antigua Roma,Mary Beard,10,8.77
KLO8691,Catedral,Raymond Carver,26,134.66
HPM0950,Fahrenheit 451,Ray Bradbury,43,103.01
JOF6762,Ojos azules,Arturo Perez-Reverte,43,1.24
DEK2757,En llamas,Suzanne Collins,2,61.18
RRE8138,Trilogia de la Fundacion,Isaac Asimov,44,138.92
JKE9650,La metamorfosis,Franz Kafka,44,217.54
BZX4462,Culpa mia,Mercedes Ron,37,174.37
NFP3266,Sabotaje,Arturo Perez-Reverte,4,29.28
